review,customer_ID,Date,taste,taste_score,amount,amount_score,delivery,delivery_score,menu,Selected_Menu
맛있게 잘 먹었습니다~,89**님,2024년 1월 28일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),둘이서 콤보 메뉴 선택1(＋쉬림프 알리오올리오),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋김치 베이컨 필라프),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O))","쉬림프 알리오올리오, 육즙가득 통소세지"
맛있었어요  다만 문자로 배달완료 요청했는디 들어주셨으면 더 따끈히 먹었을텐데.. ㅠ,sh**님,2024년 1월 28일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),피클O／X(피클O)),[인기]매쉬포테이토와 Grilled 스테이크（90g）/1,[한입] 단호박 샐러드/1","매쉬포테이토와 Grilled 스테이크, 투움바 파스타, 단호박 샐러드"
맛있어요. 잘 먹었습니다.,wa**님,2024년 1월 28일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),메뉴1） 추가선택(＋메뉴1）[[인기]]Grilled스테이크90g（토핑）),둘이서 콤보 메뉴 선택2(＋투움바 크림 리조또),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋[인기]매쉬포테이토와 Grilled스테이크（90g）),피클O／X(피클X))",투움바 파스타
"예상 도착 시간보다 빨리왔어요
거리가 좀 되는데 완전 급행복
세트 구성이 다양해서 야무지게 골라 먹었습니다!",sh**님,2024년 1월 28일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(＋（중독）매콤 도로시 크림파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋쉬림프&베이컨 필라프),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O))","쉬림프&베이컨 필라프, 육즙가득 통소세지, 단호박 샐러드"
파스타는 처음 시켜보는데 너무 맛있게 잘먹었습니다,rb**님,2024년 1월 28일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋피클 추가),음료수 추가선택(펩시 제로 355mL),피클O／X(피클O))",투움바 파스타
.,ph**님,2024년 1월 26일,맛,4,양,4,배달,4,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋쉬림프&베이컨 크림리조또),맵기조절 선택（2）(＋기본),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),음료 선택(밀키스 355mL),피클O／X(피클O)),나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋우삼겹 필라프),맵기조절 선택（2）(＋기본),（세트）사이드메뉴 선택1(＋[인기]매쉬포테이토와 Grilled스테이크（90g）),음료 선택(밀키스 355mL),피클O／X(피클O))","쉬림프&베이컨 크림리조또, 육즙가득 통소세지, 우삼겹 필라프"
조금양이 적은거 빼곤 맛있었음,an**님,2024년 1월 26일,맛,4,양,3,배달,5,"더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),피클O／X(피클O))",더블up치즈 뇨끼파스타
맛있게 먹었습니다~!^^,10**님,2024년 1월 25일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋2단계] 불닭볶음면 맵기),둘이서 콤보 메뉴 선택2(＋치킨마요 필라프),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋[NEW]치킨텐더 5개),피클O／X(피클O))","치킨마요 필라프, 포테이토 샐러드, 투움바 파스타, 치킨텐더"
서비스도 좋고 파스타도 맛있어요~ 사장님 요리를 잘 하시는듯합니다.  다음번에도 또 시킬게요.,gk**님,2024년 1월 25일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋（중독）매콤 도로시 크림파스타),맵기조절 선택（2）(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋타코야끼 8알),음료 선택(＋코카콜라355mL),피클O／X(피클O))",타코야끼
해장파스타 너무 괜찮았어요. 강추,sp**님,2024년 1월 25일,맛,5,양,5,배달,5,"둘이서 만찬 세트（스테이크1＋메뉴1＋음료1）/1(메뉴 선택(＋속풀이해장 얼큰파스타（기본매콤）),맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),토핑 옵션 추가선택(＋[[인기]]Grilled왕새우4개（토핑）),스테이크 선택(＋찹스테이크),음료 선택(＋코카콜라355mL),피클O／X(피클O))",포테이토 샐러드
맛있게 잘 먹었습니다!ㅎㅎㅎ,lj**님,2024년 1월 25일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋Grilled왕새우 2개 추가),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),피클O／X(피클O))",투움바 파스타
투움바랑 리조또 둘다 맛있네요 ㅎㅎ,yu**님,2024년 1월 24일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋2단계] 불닭볶음면 맵기),메뉴1） 추가선택(＋메뉴1）[[인기]]Grilled스테이크90g（토핑）),둘이서 콤보 메뉴 선택2(＋쉬림프&베이컨 크림 리조또),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋버팔로윙4개),피클O／X(피클O)),모닝빵＋딸기잼/2","포테이토 샐러드, 투움바 파스타, 단호박 샐러드, 버팔로윙"
맛있게 잘먹었습니다! 또 시킬게요ㅎㅎ,ni**님,2024년 1월 24일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋（중독）매콤 도로시 크림파스타),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋[[인기]]감자튀김（＋케찹）),피클O／X(피클O))","포테이토 샐러드, 투움바 파스타, 감자튀김"
아주 맛있어요 자주먹습니다,zh**님,2024년 1월 24일,맛,5,양,5,배달,5,"더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋베이컨 추가),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),피클O／X(피클X))",더블up치즈 뇨끼파스타
"안에들어가는 스테이크고기가 달라서 매번주문시 추가해서 먹었는데
이날 먹은건 달랐어요 
스테이크만 주문했을시 오는 고기로 바꼈나봐요ㅠㅠ...
소스도 넉넉하게 왔었는데 뀨덕하게 면먹을정도로만 오규....
스테이크도 안에들어가는 스테이크가 맛있어서 파스타빼고 스테이크만 시켜봤는데 찔기고 다른고기가 와서 맛없었던걸 기억하거든요
주인이 바뀐건지 일하는 사람이 바뀐건지
이날먹은 파스타는 좀 별로네요...",sy**님,2024년 1월 24일,맛,3,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋스파게티면（기본）),맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),피클O／X(피클O))",투움바 파스타
은근 양이 많아서 배부르게 먹었어용. 감튀 두툼한데 바삭한 건 첨이에요.. 대박 맛있었어요!!!,ne**님,2024년 1월 23일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋（중독）매콤 도로시 크림파스타),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋투움바 크림 리조또),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O))","육즙가득 통소세지, 포테이토 샐러드"
맛있게 잘먹었습니다,hj**님,2024년 1월 22일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(새우 비스크소스 파스타),맵기조절 선택（2）(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(모둠튀김／새우튀김1＋너겟3＋고구마2＋치즈볼2＋군만두3),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료 선택(＋ 환타 파인 355mL),피클O／X(피클O))","새우 비스크소스 파스타, 모둠튀김, 새우튀김, 치즈볼"
진짜 맛있어요~ 매운맛이 최고!!,ey**님,2024년 1월 22일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋2단계] 불닭볶음면 맵기),메뉴1） 추가선택(＋메뉴1）（일반）왕새우2개 추가),둘이서 콤보 메뉴 선택2(＋미트소스 파스타),메뉴2） 맵기 선택(＋4단계] 도~전정신),（세트）사이드메뉴 선택1(＋달달 고구마튀김3개),피클O／X(피클O))","미트소스 파스타, 투움바 파스타, 고구마튀김"
맛있게 잘 먹었습니다,YL**님,2024년 1월 22일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋우삼겹 알리오올리오),맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),（세트）사이드메뉴 선택1(＋[인기]매쉬포테이토와 Grilled스테이크（90g）),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드),음료 선택(밀키스 355mL),피클O／X(피클X))","우삼겹 알리오올리오, 포테이토 샐러드"
맛있어서 또 생각나요.,je**님,2024년 1월 22일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),둘이서 콤보 메뉴 선택1(＋（담백）도로시 크림파스타（맵기x）),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋봉골레 알리오올리오),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋달달 고구마튀김3개),음료수 추가선택(코카콜라 355mL 추가),피클O／X(피클O))","봉골레 알리오올리오, 고구마튀김"
맛있고 배달도 빨라요,jb**님,2024년 1월 21일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),둘이서 콤보 메뉴 선택1(＋베이컨 토마토 파스타),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋쉬림프&베이컨 필라프),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클X))","쉬림프&베이컨 필라프, 육즙가득 통소세지"
"음 그냥저냥인듯
캔맥주는 개인적으로 취향 아니었어요",cs**님,2024년 1월 21일,맛,4,양,5,배달,5,"시원~한 생맥주 4캔/1,둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋쉬림프&베이컨 크림 리조또),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O))","육즙가득 통소세지, 포테이토 샐러드, 투움바 파스타"
진짜 너무너무 맛납니다,wn**님,2024년 1월 21일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋속풀이해장 얼큰파스타（기본매콤）),맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋[[인기]]Grilled왕새우4개（토핑）),（세트）사이드메뉴 선택1(＋단호박샐러드와 Grilled스테이크（90g）),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료 선택(펩시 제로 355mL),피클O／X(피클O))",
"양은 진짜 많은데...면이 도저히 먹을 수 있는 상태가 아니었습니다....
사진 받자마자 찍은건데....",ai**님,2024년 1월 21일,맛,3,양,5,배달,3,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),둘이서 콤보 메뉴 선택1(＋（중독）매콤 도로시 크림파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),메뉴1） 추가선택(＋메뉴1）[[인기]]Grilled스테이크90g（토핑）),메뉴1） 추가선택(＋메뉴1）가라아게 5개 토핑),둘이서 콤보 메뉴 선택2(＋우삼겹 필라프),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋타코야끼 8알),피클O／X(피클X))","우삼겹 필라프, 타코야끼, 가라아게"
맛있게 잘 먹었습니다 ㅎㅎ,wo**님,2024년 1월 21일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋（감동）투움바 파스타),맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled왕새우4개（토핑）),토핑 옵션 추가선택(＋체다치즈（토핑） 추가),（세트）사이드메뉴 선택1(＋[인기]매쉬포테이토와 Grilled스테이크（90g）),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료 선택(티즐 （유자） 500mL),피클O／X(피클X))",투움바 파스타
넴 맛있었어요^_^,mg**님,2024년 1월 20일,맛,5,양,5,배달,5,"더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드),피클O／X(피클O)),[ 강력추천 ] 쉬림프 알리오올리오/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),피클O／X(피클O))","더블up치즈 뇨끼파스타, 쉬림프 알리오올리오, 포테이토 샐러드"
맛있게 잘먹었습니다 감사합니다,by**님,2024년 1월 19일,맛,5,양,5,배달,5,"소고기야채 필라프/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드),피클O／X(피클O)),속풀이얼큰 파스타 （기본매콤）/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드),피클O／X(피클O)),새우 비스크소스 필라프/1(피클O／X(피클O))","새우 비스크소스 필라프, 속풀이얼큰 파스타, 소고기야채 필라프, 단호박 샐러드"
맛있어요 신라면맵기믄 약간매콤 새우크고 실해용,cu**님,2024년 1월 19일,맛,5,양,5,배달,5,"[ 강력추천 ] 쉬림프 알리오올리오/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋[[인기]]Grilled왕새우4개（토핑）),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),피클O／X(피클O))",쉬림프 알리오올리오
넘맛있었어용 또시켜먹고싶어용,ki**님,2024년 1월 19일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋쉬림프 알리오올리오),맵기조절 선택（2）(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료 선택(밀키스 355mL),피클O／X(피클O))","쉬림프 알리오올리오, 육즙가득 통소세지"
맛있게 잘 먹었습니다,gu**님,2024년 1월 19일,맛,4,양,5,배달,4,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(새우 비스크소스 필라프),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋버팔로윙4개),피클O／X(피클O))","새우 비스크소스 필라프, 투움바 파스타, 버팔로윙"
엄청 맛있게 잘 먹었습니다 서비스도 정말 감사합니다 약간 느끼할수있으니 피클까지! 최고입니다,rk**님,2024년 1월 19일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋치즈볼 로제 파스타),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋[NEW]치킨너겟 6개),피클O／X(피클O))","투움바 파스타, 단호박 샐러드, 치킨너겟, 치즈볼"
존맛탱구리 단골찜 등록,xo**님,2024년 1월 19일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋미트소스 파스타),메뉴1） 맵기 선택(＋기본]),메뉴1） 추가선택(＋메뉴1）육즙가득 통 소세지（토핑）),둘이서 콤보 메뉴 선택2(＋투움바 크림 리조또),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋[인기]매쉬포테이토와 Grilled스테이크（90g）),음료수 추가선택(코카콜라 355mL 추가),피클O／X(피클O))","미트소스 파스타, 포테이토 샐러드"
양이 많진않았지만 맛있었습니다,pi**님,2024년 1월 19일,맛,5,양,3,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋미트소스 파스타),맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋육즙가득 통 소세지（토핑）),（세트）사이드메뉴 선택1(＋[NEW]치킨너겟 6개),음료 선택(펩시 제로 355mL),피클O／X(피클O)),나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋담백 도로시 크림파스타（맵기x）),맵기조절 선택（2）(＋기본),（세트）사이드메뉴 선택1(＋[NEW]치킨너겟 6개),음료 선택(밀키스 355mL),피클O／X(피클O))","미트소스 파스타, 치킨너겟"
뇨끼파스타랑 사이드 메뉴 다 맛있어요,yo**님,2024년 1월 18일,맛,5,양,5,배달,5,"더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),피클O／X(피클X)),＋치킨 가라아게 6개/1,＋버팔로윙 4개/1,＋새우튀김 4개（＋스윗칠리 소스）/1","더블up치즈 뇨끼파스타, 새우튀김, 버팔로윙, 가라아게"
종종 먹는데 퀄리티 양 다 만족입니다,me**님,2024년 1월 17일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(＋쉬림프 알리오올리오),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋치킨마요 필라프),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋치킨 가라아게6개),피클O／X(피클X))","쉬림프 알리오올리오, 치킨마요 필라프, 단호박 샐러드, 가라아게"
"뇨끼파스타 맛나고 좋네요! 타코추가,스테이크추가해서 굿~",ic**님,2024년 1월 15일,맛,5,양,5,배달,5,"더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),토핑 옵션 추가선택(＋타코야끼 4알[토핑／소스X),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),피클O／X(피클X))","더블up치즈 뇨끼파스타, 타코야끼"
맛있게 먹었습니다,i6**님,2024년 1월 15일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋（담백）도로시 크림파스타（맵기x）),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋우삼겹 필라프),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O))","육즙가득 통소세지, 포테이토 샐러드, 우삼겹 필라프"
"투움바 너무 먹고싶어서 주문했는데
너무 맛있었어요
동생이랑 둘이서 넘 배부르게 잘먹었어요~!",hy**님,2024년 1월 15일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋（중독）매콤 도로시 크림파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋（감동）투움바 파스타),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋새우튀김4개（＋스윗칠리）),피클O／X(피클O))","포테이토 샐러드, 투움바 파스타, 새우튀김"
배달도 빠르고 정말 맛있게 먹었습니당,tn**님,2024년 1월 15일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋쉬림프&베이컨 크림 리조또),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O))","육즙가득 통소세지, 투움바 파스타"
너무 맛있어요 포장도 깔끔하고 배달파스타는 처음인데 만족합니다!!,go**님,2024년 1월 14일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋（중독）매콤 도로시 크림파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋（감동）투움바 파스타),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋[[인기]]감자튀김（＋케찹）),피클O／X(피클O))","포테이토 샐러드, 투움바 파스타, 감자튀김"
타코야끼를 밥 위에 올려놓을줄은..,a2**님,2024년 1월 14일,맛,4,양,4,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(＋김치 베이컨 필라프),메뉴1） 맵기 선택(＋기본]),메뉴1） 추가선택(＋[NEW]타코야끼 4알[토핑／소스x]),둘이서 콤보 메뉴 선택2(＋치킨마요 필라프),메뉴2） 맵기 선택(＋기본]),메뉴2） 추가선택(＋[NEW]타코야끼 4알[토핑／소스x]),（세트）사이드메뉴 선택1(＋타코야끼 8알),피클O／X(피클O)),＋[ 강력추천 ]타코야끼 8알/1","치킨마요 필라프, 포테이토 샐러드, 단호박 샐러드, 타코야끼"
"처음 주문해봤는데 담백하게
맛있게 먹었습니다,  다음에도 또~",wo**님,2024년 1월 14일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(＋（담백）도로시 크림파스타（맵기x）),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋（담백）도로시 크림파스타（맵기x）),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O))","육즙가득 통소세지, 단호박 샐러드"
배달 빨랐고 맛있었습니다. 잘먹었습니다.,rl**님,2024년 1월 14일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋베이컨 토마토 파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋치킨마요 필라프),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O))","육즙가득 통소세지, 치킨마요 필라프, 포테이토 샐러드"
파스타는 여기가 제일맛있어요,re**님,2024년 1월 14일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋쉬림프&베이컨 로제 파스타),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O))","육즙가득 통소세지, 포테이토 샐러드, 투움바 파스타, 단호박 샐러드"
