review,customer_ID,Date,taste,taste_score,amount,amount_score,delivery,delivery_score,menu,Selected_Menu
맛있게 잘먹었습니다,hd**님,2023년 7월 30일,맛,4,양,5,배달,5,"둘이서 만찬 세트（스테이크1＋메뉴1＋음료1）/1(메뉴 선택(＋베이컨 토마토 파스타),맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),스테이크 선택(＋[[인기]]큐브스테이크 & Grilled 왕새우（4개）),음료 선택(＋코카콜라355mL)),김치&베이컨 필라프/1(맵기조절 선택（2）(＋기본))","김치&베이컨 필라프, 포테이토 샐러드"
"사장님~  너무 맛있어요ㅎㅎ
또 시켜 먹을께욥",ab**님,2023년 7월 29일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),둘이서 콤보 메뉴 선택1(＋（중독）매콤 도로시 크림파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋미트소스 파스타),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋[NEW]치킨텐더 5개))","미트소스 파스타, 치킨텐더"
"맛있었어요
또 시킬거같아요",ht**님,2023년 7월 29일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료수 추가선택(펩시 제로 355mL)),우삼겹  알리오올리오/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈)),속풀이얼큰 파스타 （기본매콤）/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))","속풀이얼큰 파스타, 투움바 파스타"
"뇨끼 첨 먹었는데 고소한 치즈맛과 쫀득함이 너무 좋았습니다 매콤크림은 항상 시키는 메뉴 중 하나ㅎㅎ
크림 들어간 불닭맛은 맵찔이두 스트레스 받을 때
기분 좋게 먹어요!",ji**님,2023년 7월 29일,맛,5,양,5,배달,5,"[ 강력추천 ]매콤 도로시 크림파스타/1(맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기)),더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기))",더블up치즈 뇨끼파스타
치즈볼이 너무 맛있어요,wi**님,2023년 7월 29일,맛,5,양,5,배달,5,치즈볼 로제 파스타/1(맵기조절 선택（2）(＋기본)),치즈볼
잘먹었습니다 추천합돠,tj**님,2023년 7월 28일,맛,5,양,5,배달,5,"[ 강력추천 ] 쉬림프 알리오올리오/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈)),[담백]도로시 크림 파스타/1(토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))","쉬림프 알리오올리오, 도로시 크림 파스타, 포테이토 샐러드"
맛있게 잘 먹었어요!! 근데 딸기쨈 대신 케찹이 왔어요,oh**님,2023년 7월 28일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",투움바 파스타
"비가 왔는대도 배달 예정시간보다 일찍왔구요
파스타 두 종류 다 맛있게 잘 먹었습니다",pj**님,2023년 7월 26일,맛,5,양,5,배달,5,"베이컨 토마토파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드)),더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋[[인기]]Grilled왕새우4개（토핑）))","더블up치즈 뇨끼파스타, 베이컨 토마토파스타, 포테이토 샐러드"
맛있어요 다음에 또 이용랄게요,lj**님,2023년 7월 26일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋쉬림프&베이컨 로제파스타),맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋눈꽃치즈 듬뿍),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),음료 선택(＋ 환타 파인 355mL))","쉬림프&베이컨 로제파스타, 육즙가득 통소세지"
신라면맵기로 시켰는데 생각보다 매콤해요 맛있어요,mi**님,2023년 7월 25일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋쉬림프&베이컨 로제 리조또),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）))","육즙가득 통소세지, 포테이토 샐러드, 투움바 파스타"
맛있게 잘 먹었습니다,ag**님,2023년 7월 25일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋속풀이해장 얼큰파스타（기본매콤）),맵기조절 선택（2）(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료 선택(＋코카콜라355mL))",육즙가득 통소세지
맛있게잘먹었습니다.,do**님,2023년 7월 25일,맛,5,양,5,배달,5,"베이컨 토마토파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",베이컨 토마토파스타
아주맛있어요,zh**님,2023년 7월 24일,맛,5,양,5,배달,5,"더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋눈꽃치즈 듬뿍),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",더블up치즈 뇨끼파스타
잘먹었습니다 ㅎㅎㅎ,kk**님,2023년 7월 24일,맛,5,양,5,배달,5,"베이컨 토마토파스타/1(맵기조절 선택（2）(＋기본)),시원~한 생맥주 2캔 /1",베이컨 토마토파스타
매번 맛있게 잘 먹고 있습니다~~~,mm**님,2023년 7월 24일,맛,5,양,5,배달,5,"[ 강력추천 ] 쉬림프 알리오올리오/1(맵기조절 선택（2）(＋1단계] 신라면 맵기)),시원~한 생맥주 4캔 /1",쉬림프 알리오올리오
맛있어요 . 알리오올리오 맛있어요.근데 매운맛이 다른가게보다 좀더강합니다.감안하고시키셔야할듯요. 신라면단계가 젤무난하고 적당히매콤한것같아요.그리고 서비스감튀 양 진짜많고맛있어요.맥주는 부드럽고 맛있어서(?)자꾸 주문하게되요. 강추매장이요,wi**님,2023년 7월 24일,맛,5,양,5,배달,5,"[ 강력추천 ] 쉬림프 알리오올리오/1(맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈)),시원~한 생맥주 4캔 /1",쉬림프 알리오올리오
"여기맥주맛있어서 연속으로시켜먹어요 
요청사항도잘들어주시고 맛있어요 리뷰 감튀 양많고 맛있어요. 강추매장이요",wi**님,2023년 7월 24일,맛,5,양,5,배달,5,"김치&베이컨 필라프/1(맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈)),시원~한 생맥주 4캔 /1",김치&베이컨 필라프
맛있어요. 파스타 면도 추가해서 먹고싶어요,82**님,2023년 7월 23일,맛,5,양,4,배달,5,도로시 감바스 알하이요＋모닝빵2개/1(감바스 옵션 추가선택(＋[[인기]]Grilled스테이크 （90g） 추가)),
"오늘도 맛있습니다!!  배달도 일찍 와주셨어요!

리뷰이벤트 타코야끼도 잘먹겠습니다!",tj**님,2023년 7월 23일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋（중독）매콤 도로시 크림파스타),맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled왕새우4개（토핑）),（세트）사이드메뉴 선택1(＋매쉬포테이토와 Grilled왕새우（6마리）),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료 선택(펩시 제로 355mL))",매쉬포테이토와 Grilled왕새우
아주자알머것습니다요 꿀맛,du**님,2023년 7월 23일,맛,5,양,5,배달,5,"[ 강력추천 ]미트소스 파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),토핑 옵션 추가선택(＋눈꽃치즈 듬뿍),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드),음료수 추가선택(스프라이트 355mL 추가))","미트소스 파스타, 포테이토 샐러드"
"오랜만에 양식 맛집 발견!!! 
다른 집들이 다들 너무 간이 세고 짜서 유목민이었거든요ㅋㅋㅋ 필라프가 약간 슴슴하니 간이 딱 좋았어요♡
감튀가 배달오면서 약간 눅눅해졌지만, 원래 아주아주 바삭했을 것같은 느낌 남아 있었고 두툼하니 딱 제스타일입니다. 그러고 보니 튀김맛집이었군요~ 고구마튀김도 엄청 맛있어요. 
다음에 또 시킬거예요. 배터지게 잘 먹었습니다 :)",on**님,2023년 7월 22일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋（담백）도로시 크림파스타（맵기x）),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋우삼겹 필라프),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋달달 고구마튀김3개)),환타（파인） 355mL/1","포테이토 샐러드, 우삼겹 필라프, 고구마튀김"
맛있게 잘먹었습니다. 감사합니다.,yu**님,2023년 7월 22일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋（중독）매콤 도로시 크림파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋쉬림프 알리오올리오),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）))","쉬림프 알리오올리오, 육즙가득 통소세지, 포테이토 샐러드"
맛있게잘먹었어요.맥주맛있어서 자꾸 맥주를시키게되네요;;; 다코야끼도 맛있었고 새우튀김이랑소시지도 맛나요 잘먹었습니다,wi**님,2023년 7월 21일,맛,5,양,5,배달,5,"＋[ 강력추천 ]타코야끼 8알/1,＋육즙가득 통소세지（＋케찹）/1,＋새우튀김 4개（＋스윗칠리 소스）/1,시원~한 생맥주 4캔 /1","육즙가득 통소세지, 타코야끼, 새우튀김"
맛있어요! 가라아게도 맛나요,so**님,2023년 7월 21일,맛,5,양,5,배달,5,우삼겹  알리오올리오/1(맵기조절 선택（2）(＋기본)),
매콤한정도도 좋고 맛있었습니다!,kl**님,2023년 7월 21일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋속풀이해장 얼큰한 파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(새우 비스크소스 파스타),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋[인기]매쉬포테이토와 Grilled스테이크（90g）))","새우 비스크소스 파스타, 포테이토 샐러드"
파스타만 먹었었는데 필라프도 정말 맛있네요! 잘 먹었습니다.,wh**님,2023년 7월 21일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋우삼겹 필라프),맵기조절 선택（2）(＋기본),（세트）사이드메뉴 선택1(＋버팔로윙4개),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료 선택(펩시 제로 355mL)),＋[ 강력추천 ]감자튀김（＋케찹）/1,시원~한 생맥주 4캔 /1","우삼겹 필라프, 감자튀김, 버팔로윙"
완전 맛나고 친절하십니당,du**님,2023년 7월 21일,맛,5,양,5,배달,5,"쉬림프&베이컨 로제파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled왕새우4개（토핑）)),[ 강력추천 ]미트소스 파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled왕새우4개（토핑）),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드)),＋[ 강력추천 ]감자튀김（＋케찹）/1","쉬림프&베이컨 로제파스타, 미트소스 파스타, 포테이토 샐러드, 감자튀김"
맛있게 잘 먹었습니다 서비스도 감사합니다,es**님,2023년 7월 20일,맛,5,양,5,배달,5,"패밀리 만찬 세트（메뉴3＋스테이크1＋음료2）/1(도로시 패밀리 메뉴1） [ 선택 ](＋미트소스 파스타),도로시 패밀리 메뉴1 맵기 [선택](기본]),도로시 패밀리 메뉴1 토핑옵션 선택(＋[인기] （일반） 왕새우 4개 추가),도로시 패밀리 메뉴2） [ 선택 ](＋（인기）쉬림프 알리오올리오),도로시 패밀리 메뉴2 맵기 [선택](기본]),도로시 패밀리 메뉴3） [ 선택 ](＋김치&베이컨 필라프),도로시 패밀리 메뉴3 맵기 [선택](기본]),도로시 패밀리 스테이크 [선택](＋찹 스테이크),도로시 패밀리 음료 [선택](환타 파인 ＋ 환타 파인)),＋버팔로윙 4개/1,＋치킨 가라아게 6개/1,＋피클 추가/2","쉬림프 알리오올리오, 김치&베이컨 필라프, 미트소스 파스타, 버팔로윙, 가라아게"
맛있게 잘 먹었습니다@,po**님,2023년 7월 20일,맛,5,양,5,배달,5,"[ 강력추천 ]미트소스 파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋눈꽃치즈 듬뿍),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))","미트소스 파스타, 포테이토 샐러드"
진짜 진짜 맛있었어요!,wi**님,2023년 7월 19일,맛,5,양,5,배달,5,"봉골레 알리오올리오/1(맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))","봉골레 알리오올리오, 포테이토 샐러드"
마싯당 짱쩐당 굿굿,du**님,2023년 7월 18일,맛,5,양,5,배달,5,"베이컨 토마토파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled왕새우4개（토핑）),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",베이컨 토마토파스타
아이들이 좋아해요.,go**님,2023년 7월 18일,맛,5,양,5,배달,5,"쉬림프&베이컨 로제파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈)),[인기]단호박샐러드와Grilled 스테이크（90g）/1",쉬림프&베이컨 로제파스타
맛있게 잘먹었습니다,jd**님,2023년 7월 17일,맛,5,양,5,배달,5,"[담백]도로시 크림 파스타/1(서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드),음료수 추가선택(펩시 제로 355mL)),＋[ 강력추천 ]타코야끼 8알/1","도로시 크림 파스타, 단호박 샐러드, 타코야끼"
양 많아서 든든하고 맛있어요!,oh**님,2023년 7월 17일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",투움바 파스타
처음주문했는데 만족스러웠습니다,db**님,2023년 7월 17일,맛,5,양,5,배달,5,"[ 강력추천 ]매콤 도로시 크림파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가))",
뇨끼도 맛있규 중간에 옥수수씹혀사 좋아요 3단계도 괜찮을듯해요,ki**님,2023년 7월 17일,맛,5,양,5,배달,5,"더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",더블up치즈 뇨끼파스타
맛있었어요 맛있었어요,dp**님,2023년 7월 16일,맛,5,양,5,배달,5,"쉬림프&베이컨 로제파스타/1(맵기조절 선택（2）(＋기본)),쉬림프&베이컨 로제리조또/1(맵기조절 선택（2）(＋기본))","쉬림프&베이컨 로제파스타, 쉬림프&베이컨 로제리조또"
배달도 빠르고 맛있었어요!,rl**님,2023년 7월 16일,맛,5,양,5,배달,5,"우삼겹  알리오올리오/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드))",단호박 샐러드
해장파스타만 먹다가 크림 주문했는데 잘먹었습니다 다음에는 해장파스타로??,sw**님,2023년 7월 16일,맛,5,양,5,배달,5,"[ 강력추천 ]매콤 도로시 크림파스타/1(맵기조절 선택（2）(＋3단계] 너~무매워),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드)),베이컨 토마토파스타/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈)),김치&베이컨 필라프/1(맵기조절 선택（2）(＋3단계] 너~무매워),토핑 옵션 추가선택(＋계란후라이 추가),서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드)),시원~한 생맥주 4캔 /2","베이컨 토마토파스타, 김치&베이컨 필라프, 단호박 샐러드"
"맛있는데 맵기 4단계로하니 넘 짜고 기름이 많앗어요
항상 매콤크림파스타먹는데 그게진짜 개존맛",jw**님,2023년 7월 16일,맛,5,양,5,배달,5,"속풀이얼큰 파스타 （기본매콤）/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드)),쉬림프&베이컨 로제파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기)),쉬림프&베이컨 필라프/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드))","쉬림프&베이컨 로제파스타, 쉬림프&베이컨 필라프, 속풀이얼큰 파스타, 포테이토 샐러드"
양도 많고 너무 맛있어요~~,so**님,2023년 7월 15일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가))",투움바 파스타
생각보다 양으로도 많고 맛도 훌륭합니다.,gh**님,2023년 7월 14일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),둘이서 콤보 메뉴 선택1(＋（중독）매콤 도로시 크림파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋김치 베이컨 필라프),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋[인기]매쉬포테이토와 Grilled스테이크（90g）))",
맛있어요 얼큰파스타 신라면단계가 가장맛있는것같아요 그리고캔맥 맛있어요 강추매장.다만배달이..ㅜㅡㅜ,wi**님,2023년 7월 13일,맛,5,양,5,배달,5,"속풀이얼큰 파스타 （기본매콤）/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈)),환타（파인） 355mL/1,시원~한 생맥주 4캔 /1",속풀이얼큰 파스타
플레이팅도 예쁘고 맛있어요~ 일찍 열어서 넘 좋아요 타코야끼도 짱입니다,so**님,2023년 7월 13일,맛,5,양,5,배달,5,우삼겹  알리오올리오/1(맵기조절 선택（2）(＋기본)),
"맛있어용!!
수술하고 상태 안좋았는데 맛있는거 먹으니 좀 덜아픈 것 같아요?( ? )?",qu**님,2023년 7월 13일,맛,5,양,4,배달,2,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(＋（중독）매콤 도로시 크림파스타),메뉴1） 맵기 선택(＋2단계] 불닭볶음면 맵기),둘이서 콤보 메뉴 선택2(＋우삼겹 필라프),메뉴2） 맵기 선택(＋3단계] 너~무매워),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）))","육즙가득 통소세지, 포테이토 샐러드, 우삼겹 필라프, 단호박 샐러드"
너무 맛있어서 사진을 잊고 못찍었어요 .. 꼭 드세여 진짜 너무 맛있어요 또 시킬게요 사장님,al**님,2023년 7월 11일,맛,5,양,5,배달,5,"속풀이얼큰 파스타 （기본매콤）/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",속풀이얼큰 파스타
약간 싱거웠어요. 잘 먹었습니다.,np**님,2023년 7월 11일,맛,5,양,5,배달,5,[담백]도로시 크림 파스타/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈)),도로시 크림 파스타
"여기 맛있어요. 이사와서 파스타 시켰던 곳 실패 했었는데 
간도 딱 좋고 너무 느끼하지도 않고 모든게 만족스러웠습다.",hy**님,2023년 7월 11일,맛,5,양,5,배달,5,우삼겹  알리오올리오/1(맵기조절 선택（2）(＋기본)),
오 3단계맛은 제법 맵네오 ㅎㅎ 빵에 찍으묵으니 존맛 !!! 양도 많아수 한번엔 못먹겠어옵   ㅠㅠ  소스도 넉넉히 주셔서 감사합니다 ^^,pr**님,2023년 7월 10일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋3단계] 너~무매워),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",투움바 파스타
항상 잘 먹고 있슴다~??,ju**님,2023년 7월 10일,맛,5,양,5,배달,5,"우삼겹  알리오올리오/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드))",단호박 샐러드
파스타 맛있어용????,ss**님,2023년 7월 9일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),둘이서 콤보 메뉴 선택1(＋（담백）도로시 크림파스타（맵기x）),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋쉬림프&베이컨 로제 리조또),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）))",육즙가득 통소세지
맛있게먹었습니다!!!!,yu**님,2023년 7월 9일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋베이컨 토마토 파스타),맵기조절 선택（2）(＋4단계] 도~전정신),（세트）사이드메뉴 선택1(＋버팔로윙2개＋치킨가라아게2개),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료 선택(＋스프라이트355mL))","버팔로윙, 가라아게"
"너무 맛있어서 흡입 했어요 !!!!!
매운맛 좋아하시는분은 불닭맵기보다 더 매운가도 괜찮을것 같아용 !!!",pr**님,2023년 7월 9일,맛,5,양,5,배달,5,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기))",투움바 파스타
처음 먹어보는데 정말 맛있네요! 앞으로 자주 시켜먹을게요!!,j3**님,2023년 7월 9일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(둘이서 콤보 메뉴 선택1(＋（중독）매콤 도로시 크림파스타),메뉴1） 맵기 선택(＋2단계] 불닭볶음면 맵기),둘이서 콤보 메뉴 선택2(＋우삼겹 알리오올리오),메뉴2） 맵기 선택(＋2단계] 불닭볶음면 맵기),（세트）사이드메뉴 선택1(＋[NEW]치킨너겟 6개))","우삼겹 알리오올리오, 치킨너겟"
"첨에 투움바 제 스타일 아니라 생각했거든여..
근데 중독돼서 매번 시켜먹고있어요:)
매운 크림도 쪼아용 근데 리뷰 가라아게 안왔오요ㅠㅠ",ji**님,2023년 7월 8일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(둘이서 콤보 메뉴 선택1(＋（중독）매콤 도로시 크림파스타),메뉴1） 맵기 선택(＋2단계] 불닭볶음면 맵기),둘이서 콤보 메뉴 선택2(＋（감동）투움바 파스타),메뉴2） 맵기 선택(＋2단계] 불닭볶음면 맵기),（세트）사이드메뉴 선택1(＋버팔로윙4개))","투움바 파스타, 버팔로윙"
"양도 생각보다 많고 리뷰서비스 감자튀김도 맛있고 양많아서 좋았어요 
뇨끼 이거 완전 제취향이네요 재주문의사 만땅",zh**님,2023년 7월 8일,맛,5,양,5,배달,5,"더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈))",더블up치즈 뇨끼파스타
맛있게 먹었어요~~,22**님,2023년 7월 8일,맛,5,양,5,배달,5,더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋기본)),더블up치즈 뇨끼파스타
"너무 맛있게 먹다가 급히 사진 찍었어요ㅠㅠ
언제나 옳은 도로시파스타~~
맛있게 잘 먹었습니다",ki**님,2023년 7월 7일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(둘이서 콤보 메뉴 선택1(＋치즈볼 로제 파스타),메뉴1） 맵기 선택(＋기본]),메뉴1） 추가선택(＋메뉴1）육즙가득 통 소세지（토핑）),둘이서 콤보 메뉴 선택2(＋（중독）매콤 도로시 크림파스타),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋버팔로윙4개))","버팔로윙, 치즈볼"
양이 많고 맛있어요,ha**님,2023년 7월 6일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋치즈볼 로제파스타),맵기조절 선택（2）(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋새우튀김4개（＋스윗칠리）),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료 선택(펩시 제로 355mL))","새우튀김, 치즈볼"
